CSI CODE(full Code);Code_Main_Division;Name_Main_Division;Sub_Division1_Code;Sub_Division1_Name;Sub_Division2_Code;Sub_Division2_Name_2;ITEM DESCRIPTION_Code_Item;ITEM DESCRIPTION_Name_Item;UNIT;DAILY OUTPUT;MAN HOURS;EQUIP. HOURS;CREW STRUCTURE COMBINED;Crew_Number1;Crew_Memeber_ Desc.1;Crew_Memeber_ Number2;Crew_Memeber_ Desc.2;Crew_Memeber_ Number3;Crew_Memeber_ Desc.3;Crew_Memeber_ Number4;Crew_Memeber_ Desc.4;Crew_Memeber_ Number5;Crew_Memeber_ Desc.5;Crew_Memeber_ Number6;Crew_Memeber_ Desc.6;Crew_Memeber_ Number7;Crew_Memeber_ Desc.7;Crew_Memeber_ Number8;Crew_Memeber_ Desc.8;Crew_Memeber_ Number9;Crew_Memeber_ Desc.9;Crew_Memeber_ Number10;Crew_Memeber_ Desc.10;Crew_Memeber_ Number11;Crew_Memeber_ Desc.11;Crew_Memeber_ Number12;Crew_Memeber_ Desc.12;Crew_Memeber_ Number13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 604-0800;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 604;BUILDING DEMOLITION:;0800;small buildings, no salvage included wood building;CUM;352.000;0.165;0.091;0.25 Labor Foreman 3.00 Building Laborers 2.00 Equipment Operator 2.00 Truck Drivers 1.00 Hydraulic Crane-23ton 1.00 F.E Loader,T.M-1.91CUM 2.00 Dump Trucks-10ton;0.25;Labor Foreman;3.00;Building Laborers;2.00;Equipment Operator;2.00;Truck Drivers;1.00;Hydraulic Crane-23ton;1.00;F.E Loader,T.M-1.91CUM;2.00;Dump Trucks-10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 616-0010;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 616;EXPLOSIVE DEMOLITION:;0010;Explosive demolition, not including disposal haul to 32 km - concrete building;CUM;450.000;0.236;0.053;0.25 Skilled Foreman 8.00 Skilled Workers 2.00 Building Laborers 1.00 Equipment operator 2.00 Heavy Truck Drivers 1.00 F.E. Loader,T.M-2CUM 2.00 Dump trucks-16ton;0.25;Skilled Foreman;8.00;Skilled Workers;2.00;Building Laborers;1.00;Equipment operator;2.00;Heavy Truck Drivers;1.00;F.E. Loader,T.M-2CUM;2.00;Dump trucks-16ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 616-0200;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 616;EXPLOSIVE DEMOLITION:;0200;Explosive demolition, not including disposal haul to 32 km - masonry building;CUM;450.000;0.236;0.053;0.25 Skilled Foreman 8.00 Skilled Workers 2.00 Building Laborers 1.00 Equipment operator 2.00 Heavy Truck Drivers 1.00 F.E. Loader,T.M-2CUM 2.00 Dump trucks-16ton;0.25;Skilled Foreman;8.00;Skilled Workers;2.00;Building Laborers;1.00;Equipment operator;2.00;Heavy Truck Drivers;1.00;F.E. Loader,T.M-2CUM;2.00;Dump trucks-16ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 616-0420;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 616;EXPLOSIVE DEMOLITION:;0420;Disposal of removed material 60 KM round trip;CUM;14.000;0.643;0.643;0.125 Equip. operator 1.00 Truck Driver 0.125 Shovel,1.7M3 1.00 Dump Truck,10ton;0.125;Equip. operator;1.00;Truck Driver;0.125;Shovel,1.7M3;1.00;Dump Truck,10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 702-1000;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 702;CEILING DEMOLITION:;1000;Demolition ceiling plaster on concrete ceiling;CUM;14;0.643;0.643;0.125 Equip. operator 1.00 Truck Driver 0.125 Shovel,1.7M3 1.00 Dump Truck,10ton;0.125;Equip. operator;1.00;Truck Driver;0.125;Shovel,1.7M3;1.00;Dump Truck,10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 706-0220;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 706;DOOR DEMOLITION:;0220;Demolition exterior door, in masonry wall, double leaf 44 mm, 1.8 m X 2.1 m;EA;5;1.6;1.6;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 706-0240;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 706;DOOR DEMOLITION:;0240;Demolition hollow metal, exterior door, in masonry wall, double leaf 44 mm, 1.8m X 2.1m;EA;3.000;2.667;2.667;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 706-3400;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 706;DOOR DEMOLITION:;3400;Demolition Roll-up or overhead door;EA;1.600;5.000;5.000;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 706-3600;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 706;DOOR DEMOLITION:;3600;Demolition Revolving door, 1.2 meter;EA;0.800;10.000;10.000;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 708-0160;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 708;ELECTRICAL DEMOLITION:;0160;Demolition of galvanized rigid steel conduit, exposed 50 mm to 100 mm;LM;40.000;0.200;0.200;1.00 Electrician 1.00 Tool Set;1.00;Electrician;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 708-0609;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 708;ELECTRICAL DEMOLITION:;0609;Demolition copper busduct 3000A;LM;6.000;2.667;2.667;2.00 Electricians 2.00 Tool Sets;2.00;Electricians;2.00;Tool Sets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 708-1570;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 708;ELECTRICAL DEMOLITION:;1570;Demolition transformer,3phase, 750 kVA;LM;0.5;16;16;1.00 Electrician 1.00 Tool Set;1.00;Electrician;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 708-2260;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 708;ELECTRICAL DEMOLITION:;2260;Removal fluorescent lighting fixture, 600 mm x 1200 mm, 4 lamps;LM;15.000;0.533;0.533;1.00 Electrician 1.00 Tool Set;1.00;Electrician;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 714-1060;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 714;FRAMING AND CONCRETE DEMOLITION:;1060;Concrete Beams, or columns, reinforced, disposal removal to 32 km off site;CUM;6.500;8.923;4.923;0.25 Labor Foreman 3.00 Building Laborers 2.00 Equipment Operator 2.00 Truck Drivers 1.00 Hydraulic Crane23ton 1.00 F.E Loader, T.M1.91CUM 2.00 Dump Trucks10ton;0.25;Labor Foreman;3.00;Building Laborers;2.00;Equipment Operator;2.00;Truck Drivers;1.00;Hydraulic Crane23ton;1.00;F.E Loader, T.M1.91CUM;2.00;Dump Trucks10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 714-2080;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 714;FRAMING AND CONCRETE DEMOLITION:;2080;Steel framing beam, columns, girders, stored on site storage;TON;8.000;7.250;4.000;0.25 Labor Foreman 3.00 Building Laborers 2.00 Equipment Operator 2.00 Truck Drivers 1.00 Hydraulic Crane23ton 1.00 F.E Loader, T.M1.91CUM 2.00 Dump Trucks10ton;0.25;Labor Foreman;3.00;Building Laborers;2.00;Equipment Operator;2.00;Truck Drivers;1.00;Hydraulic Crane23ton;1.00;F.E Loader, T.M1.91CUM;2.00;Dump Trucks10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 716-0500;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 716;GUTTING:;0500;Gutting building interior, including disposal, residential buildings, average;SQM;25;1;0.32;0.125 Labor Foreman 2.00 Building Labors 1.00 Truck Driver 1.00 Dump Truck10ton;0.125;Labor Foreman;2.00;Building Labors;1.00;Truck Driver;1.00;Dump Truck10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 716-0600;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 716;GUTTING:;0600;Gutting building interior, including disposal, commercial buildings, average;SQM;20;1.25;0.4;0.125 Labor Foreman 2.00 Building Labors 1.00 Truck Driver 1.00 Dump Truck10ton;0.125;Labor Foreman;2.00;Building Labors;1.00;Truck Driver;1.00;Dump Truck10ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 718-0150;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 718;HVAC DEMOLITION:;0150;Demolition air conditioning package unit, rooftop;EA;0.25;100;64;0.125 Skilled Foreman 2.00 Steamfitters 1.00 Laborer 2.00 Tool Sets;0.125;Skilled Foreman;2.00;Steamfitters;1.00;Laborer;2.00;Tool Sets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 718-1500;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 718;HVAC DEMOLITION:;1500;Demolition ductwork, 750 mm high, 900 mm wide;LM;15;0.533;0.533;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 718-1540;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 718;HVAC DEMOLITION:;1540;Demolition ductwork, 750 mm high, 1.8 m wide;LM;12.000;0.667;0.667;1.00 Laborer 1.00 Tool Set;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 724-1100;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 724;PLUMBING DEMOLITION:;1100;Demolition bath tub, cast iron with average of 3 m piping;EA;6.000;2.833;1.333;0.125 Skilled Foreman 1.00 Plumber 1.00 Laborer 1.00 Tool Set;0.125;Skilled Foreman;1.00;Plumber;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 724-1200;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 724;PLUMBING DEMOLITION:;1200;Demolition lavatory wall hung with 3 m average piping;EA;14.000;1.214;0.571;0.125 Skilled Foreman 1.00 Plumber 1.00 Laborer 1.00 Tool Set;0.125;Skilled Foreman;1.00;Plumber;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 724-1420;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 724;PLUMBING DEMOLITION:;1420;Demolition water closet wall hung with 3 m average piping;EA;10.000;1.700;0.800;0.125 Skilled Foreman 1.00 Plumber 1.00 Laborer 1.00 Tool Set;0.125;Skilled Foreman;1.00;Plumber;1.00;Laborer;1.00;Tool Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 724-2000;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 724;PLUMBING DEMOLITION:;2000;Demolition piping up to 50 mm;LM;100;0.25;0.16;0.125 Skilled Foreman 2.00 Plumbers 1.00 Laborer 2.00 Tool Sets;0.125;Skilled Foreman;2.00;Plumbers;1.00;Laborer;2.00;Tool Sets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 724-2100;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 724;PLUMBING DEMOLITION:;2100;Demolition piping 50 - 200 mm;LM;42.000;0.595;0.381;0.125 Skilled Foreman 2.00 Plumbers 1.00 Laborer 2.00 Tool Sets;0.125;Skilled Foreman;2.00;Plumbers;1.00;Laborer;2.00;Tool Sets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 728-0020;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 728;SAW CUTTING:;0020;"Saw cutting, asphalt over 300 LM; 75 mm deep";LM;200.000;0.085;0.120;0.125 Foreman 1.00 Equip. Operator 1.00 Truck Driver 1.00 Truck-3ton 1.00 Concrete Saw 1.00 Water Tanker;0.125;Foreman;1.00;Equip. Operator;1.00;Truck Driver;1.00;Truck-3ton;1.00;Concrete Saw;1.00;Water Tanker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 728-0400;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 728;SAW CUTTING:;0400;Saw cutting concrete slab ,with mesh reinforcement, per 25 mm depth;LM;250.000;0.068;0.096;0.125 Foreman 1.00 Equip. Operator 1.00 Truck Driver 1.00 Truck-3ton 1.00 Concrete Saw 1.00 Water Tanker;0.125;Foreman;1.00;Equip. Operator;1.00;Truck Driver;1.00;Truck-3ton;1.00;Concrete Saw;1.00;Water Tanker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 728-0800;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 728;SAW CUTTING:;0800;Saw cutting, concrete wall ,reinforced per 25 mm depth;LM;45.000;0.378;0.178;0.125 Skilled Foreman 1.00 Skilled Worker 1.00 Building Laborer 1.00 Concrete Saw.;0.125;Skilled Foreman;1.00;Skilled Worker;1.00;Building Laborer;1.00;Concrete Saw.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 754-1000;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 754;FOOTINGS AND FOUNDATIONS DEMOLITION:;1000;Demolition of reinforced concrete footing;CUM;18;3.222;0.889;0.250 Labor Foreman 4.00 Building Laborers 1.00 Equip. operator, light 1.00 Equip. operator, heavy 1.00 Air compressor-250CFM-w/4air Tools & Hoses 1.00 Mechanic 1.00 F.E Loader-1.9m3;0.250;Labor Foreman;4.00;Building Laborers;1.00;Equip. operator, light;1.00;Equip. operator, heavy;1.00;Air compressor-250CFM-w/4air Tools & Hoses;1.00;Mechanic;1.00;F.E Loader-1.9m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 754-1220;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 754;FOOTINGS AND FOUNDATIONS DEMOLITION:;1220;Demolition of concrete footing with heavy reinforcement;CUM;12.000;4.833;1.333;0.250 Labor Foreman 4.00 Building Laborers 1.00 Equip. operator, light 1.00 Equip. operator, heavy 1.00 Air compressor-250CFM-w/4air Tools & Hoses 1.00 Mechanic 1.00 F.E Loader-1.9m3;0.250;Labor Foreman;4.00;Building Laborers;1.00;Equip. operator, light;1.00;Equip. operator, heavy;1.00;Air compressor-250CFM-w/4air Tools & Hoses;1.00;Mechanic;1.00;F.E Loader-1.9m3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 880-0120;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 880;REMOVAL OF UNDERGROUND STORAGE TANKS:;0120;Remove fuel tank including excavation & loading on trailer, capacity up to 8000 gallon;EA;3.000;13.667;2.667;0.125 Labor Foreman 4.00 Laborers 1.00 Equip. Operator 1.00 Backhoe Loader50HP;0.125;Labor Foreman;4.00;Laborers;1.00;Equip. Operator;1.00;Backhoe Loader50HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
020 880-0130;02;SITE WORK;0  ;SUBSURFACE INVESTIGATION & DEMOLITION;020 880;REMOVAL OF UNDERGROUND STORAGE TANKS:;0130;Remove fuel tank including excavation & loading on trailer, capacity 8001 to 11,000 gallon;EA;2;20.5;4;0.125 Labor Foreman 4.00 Laborers 1.00 Equip. Operator 1.00 Backhoe Loader50HP;0.125;Labor Foreman;4.00;Laborers;1.00;Equip. Operator;1.00;Backhoe Loader50HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 144-0010;02;SITE WORK;0  ;SITE PREPARATION;021 144;STRIPPING:;0010;Stripping top soil to 150 mm deep, and stock piling, sandy loam soil, with 200 HP dozer, normal conditions;CUM;1,400.000;0.011;0.006;1.00 Equip. operator 1.00 Building Laborer 1.00 Dozer-200 HP;1.00;Equip. operator;1.00;Building Laborer;1.00;Dozer-200 HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 144-0200;02;SITE WORK;0  ;SITE PREPARATION;021 144;STRIPPING:;0200;Stripping top soil to 150 mm deep, and stockpiling, sandy loam soil, with 200 HP dozer, adverse conditions;CUM;700.000;0.023;0.011;1.00 Equip. operator 1.00 Building Laborer 1.00 Dozer-200 HP;1.00;Equip. operator;1.00;Building Laborer;1.00;Dozer-200 HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 144-0200;02;SITE WORK;0  ;SITE PREPARATION;021 144;STRIPPING:;0200;Stripping top soil to 150 mm deep, and stockpiling, clay dry and soft soil, with 200 HP dozer normal conditions;CUM;1000;0.016;0.008;1.00 Equip. operator 1.00 Building Laborer 1.00 Dozer-200 HP;1.00;Equip. operator;1.00;Building Laborer;1.00;Dozer-200 HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 144-0600;02;SITE WORK;0  ;SITE PREPARATION;021 144;STRIPPING:;0600;Stripping top soil to 150 mm deep, and stockpiling, clay dry and soft soil, with 200 HP dozer , adverse conditions.;CUM;500.000;0.032;0.016;1.00 Equip. operator 1.00 Building Laborer 1.00 Dozer-200 HP;1.00;Equip. operator;1.00;Building Laborer;1.00;Dozer-200 HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 144-0200;02;SITE WORK;0  ;SITE PREPARATION;021 144;STRIPPING:;0200;Stripping top soil to 150mm deep, and stockpiling, very hard soil, with 320 HP dozer, adverse conditions.;CUM;800.000;0.020;0.010;1.00 Equip. operator 1.00 Building Laborer 1.00 Dozer-200 HP;1.00;Equip. operator;1.00;Building Laborer;1.00;Dozer-200 HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 204-0040;02;SITE WORK;0  ;SITE PREPARATION;021 204;MOVING BUILDINGS:;0040;Move & set on ready foundation, prefabricated building 7.3 m wide,12 m long;EA;1.000;41.000;16.000;0.125 Labor Foreman 1.00 Equip. operator 4.00 Building Laborers 1.00 Crane-23ton 1.00 Platform Trailer;0.125;Labor Foreman;1.00;Equip. operator;4.00;Building Laborers;1.00;Crane-23ton;1.00;Platform Trailer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-0100;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;0100;Excavate drainage trench, 600 mm wide, 900 mm deep, with backhoe loader;LM;120;0.133;0.067;1.00 Equip.operator.(med.) 1.00 Laborer 1.00 Backhoe Loader,35kW;1.00;Equip.operator.(med.);1.00;Laborer;1.00;Backhoe Loader,35kW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-1400;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;1400;"Re-lay, corrugated metal pipe, including excavation 1m deep, 450 mm diameter (18"")";LM;50.000;0.500;0.160;0.125 Labor Foreman 2.00 Building Labors 1.00 Light Equip. Operator 1.00 Backhole loader, 50 HP;0.125;Labor Foreman;2.00;Building Labors;1.00;Light Equip. Operator;1.00;Backhole loader,;50;HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-1700;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;1700;Lay, corrugated metal pipe, including 300 mm collar gravel and 1 m deep excavation, pipe 300 mm diameter, 16 ga;LM;30.000;0.833;0.267;0.125 Labor Foreman 2.00 Building Labors 1.00 Light Equip. Operator 1.00 Backhole loader, 50 HP;0.125;Labor Foreman;2.00;Building Labors;1.00;Light Equip. Operator;1.00;Backhole loader,;50;HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-1900;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;1900;Lay, corrugated metal pipe, including 300 mm collar gravel and 1 m deep excavation, pipe 450 mm diameter, 16 ga;LM;24.000;1.042;0.333;0.125 Labor Foreman 2.00 Building Labors 1.00 Light Equip. Operator 1.00 Backhole loader, 50 HP;0.125;Labor Foreman;2.00;Building Labors;1.00;Light Equip. Operator;1.00;Backhole loader,;50;HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-2000;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;2000;Lay, corrugated metal pipe, including 300 mm collar gravel and 1 m deep excavation, pipe 600 mm diameter, 16 ga;LM;20.000;1.250;0.400;0.125 Labor Foreman 2.00 Building Labors 1.00 Light Equip. Operator 1.00 Backhole loader, 50 HP;0.125;Labor Foreman;2.00;Building Labors;1.00;Light Equip. Operator;1.00;Backhole loader,;50;HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 404-2100;02;SITE WORK;0  ;SITE PREPARATION;021 404;DEWATERING:;2100;Sump hole pit construction, including excavation and gravel;CUM;31.580;0.792;0.253;0.125 Labor Foreman 2.00 Building Labors 1.00 Light Equip. Operator 1.00 Backhole loader, 50 HP;0.125;Labor Foreman;2.00;Building Labors;1.00;Light Equip. Operator;1.00;Backhole loader,;50;HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-0400;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;0400;Wellpoints, pump operation, 4 shifts, 6 hours each, 24 hours daily;DAY;1;36;8;0.500 Skilled Foreman 4.00 Skilled Workers 1.00 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-0700;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;0700;Complete well point installation, including first month operation for 24 hrs daily, fuel. 30 m long header 150 mm dia., at 1.5 m o.c., ground water level at 2.4 m, excavation depth 8.5 meters.;LM HEADER;1.350;35.556;8.889;0.500 Skilled Foreman 4.00 Skilled Workers 0.500 Truck Driver 1.00 Common laborer 0.500 Auger Drill 0.500 Bed Truck 0.500 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;0.500;Truck Driver;1.00;Common laborer;0.500;Auger Drill;0.500;Bed Truck;0.500;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-1000;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;1000;Complete well point installation, including first month operation for 24 hrs daily, fuel. 80 m long header 200 mm dia., well points 50 mm Dia, at 1.5 m O.C, ground water level at 2.4 m, excavation depth 8.5 meters;LM HEADER;2.760;17.391;4.348;0.500 Skilled Foreman 4.00 Skilled Workers 0.500 Truck Driver 1.00 Common laborer 0.500 Auger Drill 0.500 Bed Truck 0.500 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;0.500;Truck Driver;1.00;Common laborer;0.500;Auger Drill;0.500;Bed Truck;0.500;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-1300;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;1300;Complete well point installation, including first month operation for 24 hrs daily, fuel. 160 m long header 200 mm dia., well points 50 mm Dia, at 1.5 m O.C, ground water level at 2.4 m, excavation depth 8.5 meters;LM HEADER;3.910;12.276;6.138;0.500 Skilled Foreman 4.00 Skilled Workers 0.500 Truck Driver 1.00 Common laborer 0.500 Auger Drill 0.500 Bed Truck 0.500 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;0.500;Truck Driver;1.00;Common laborer;0.500;Auger Drill;0.500;Bed Truck;0.500;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-1500;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;1500;Complete well point installation, including first month operation for 24 hrs daily, fuel. 220 m long header 200 mm dia., well points 50 mm Dia, at 1.5 m O.C, ground water level at 2.4 m, excavation depth 8.5 meters;LM HEADER;4.46;10.762;5.381;0.500 Skilled Foreman 4.00 Skilled Workers 0.500 Truck Driver 1.00 Common laborer 0.500 Auger Drill 0.500 Bed Truck 0.500 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;0.500;Truck Driver;1.00;Common laborer;0.500;Auger Drill;0.500;Bed Truck;0.500;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
021 444-1600;02;SITE WORK;0  ;SITE PREPARATION;021 444;WELLPOINTS:;1600;Complete well point installation, including first month operation for 24 hrs daily, fuel. 300 m long header 200 mm dia., well points 50 mm Dia, at 1.5 m O.C, ground water level at 2.4 m, excavation depth 8.5 meters;LM HEADER;4.01;11.97;5.985;0.500 Skilled Foreman 4.00 Skilled Workers 0.500 Truck Driver 1.00 Common laborer 0.500 Auger Drill 0.500 Bed Truck 0.500 Tools Set;0.500;Skilled Foreman;4.00;Skilled Workers;0.500;Truck Driver;1.00;Common laborer;0.500;Auger Drill;0.500;Bed Truck;0.500;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
